|       |     F10A3 |     F10A5 |     F10B3 |     F10B5 |     F10C1 |     F10C3 |     F10C4 |     F10D1 |     F10D5 |     F10E3 |     F10E5 |     F10F1 |     F10F3 |     F10F5 |     F10G2 |     F11A3 |     F11A6 |     F11B1 |     F11B2 |     F11B5 |     F11C2 |     F11D1 |     F11D2 |     F11D4 |     F11G3 |     F11G4 |     F12B1 |     F12B2 |     F12B3 |     F12C6 |     F12D4 |     F12E1 |     F12E4 |     F12E5 |     F12E6 |     F12F1 |     F12F5 |     F12G1 |     F15A3 |     F15A5 |     F15A6 |     F15B5 |     F15C5 |     F15C6 |     F15C8 |     F15D1 |     F15D2 |     F15E1 |     F15E2 |     F15E4 |     F15E5 |     F15E7 |     F15F1 |     F15F3 |     F15F5 |     F15F6 |     F15F8 |     F15H1 |     F15H5 |     F16A2 |     F16A4 |     F16A5 |     F16B1 |     F16B2 |     F16B3 |     F16B6 |     F16C1 |     F16D6 |     F16F4 |     F16G3 |     F16G4 |     F16G6 |     F17A7 |     F17B1 |     F17B7 |     F17C1 |     F17C2 |     F17C7 |     F17D6 |     F17E6 |     F17E7 |     F17F3 |     F17F5 |     F17G3 |     F17G5 |     F18B2 |     F18B4 |     F18C4 |     F18D2 |     F18E1 |     F18E2 |     F18F2 |      F3F1 |      F5A2 |      F5A4 |      F5B1 |      F5B2 |      F5B3 |      F5B4 |      F5C1 |      F5C2 |      F5C4 |      F5D1 |      F5E2 |      F5E4 |      F5F2 |      F5G2 |      F6A4 |      F6B2 |      F6B4 |      F6C2 |      F6C4 |      F6D2 |      F6E2 |      F6E4 |      F6F2 |      F6F4 |      F6G2 |      F6G3 |      F7A3 |      F7A6 |      F7B1 |      F7B2 |      F7B4 |      F7B5 |      F7B6 |      F7C1 |      F7C2 |      F7C6 |      F7D2 |      F7D3 |      F7D4 |      F7D6 |      F7E2 |      F7E6 |      F7F2 |      F7F3 |      F7F6 |      F7G2 |      F7G5 |      F8A1 |      F8A2 |      F8B2 |      F8B4 |      F8B5 |      F8C5 |      F8D3 |      F8D4 |      F8E6 |      F8G1 |      F8G2 |      F9A2 |      F9A3 |      F9A4 |      F9A5 |      F9B4 |      F9B6 |      F9C5 |      F9D3 |      F9D6 |      F9F2 |      F9F3 |      F9G3 |
| F10E3 | 0         | 0         | 0         | 0.0149254 | 0         | 0.016129  | 0         | 0.0285714 | 0         | 1         | 0.0169492 | 0.0178571 | 0         | 0         | 0.025     | 0         | 0         | 0.0625    | 0         | 0         | 0.015873  | 0         | 0         | 0.0416667 | 0.0333333 | 0         | 0         | 0         | 0         | 0         | 0         | 0.0185185 | 0         | 0.111111  | 0         | 0         | 0.0188679 | 0         | 0         | 0.25      | 0         | 0         | 0.0555556 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0277778 | 0         | 0         | 0         | 0         | 0         | 0.111111  | 0.0833333 | 0.25      | 0         | 0         | 0         | 0         | 0         | 0.0526316 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0625    | 0         | 0.04      | 0.142857  | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0714286 | 0         | 0         | 0         | 0         | 0         | 0.0169492 | 0         | 0         | 0.02      | 0         | 0.111111  | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.015873  | 0         | 0         | 0         | 0         | 0.0909091 | 0         | 0         | 0         | 0         | 0         | 0         | 0.25      | 0.0175439 | 0.0153846 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.2       | 0         | 0         | 0.0144928 | 0         | 0         | 0         | 0         | 0         | 0         | 1         | 0         | 0.027027  | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.1       | 0         | 0         | 0         | 0         | 0         | 0.0263158 | 0.0384615 | 0         |
| F10E5 | 0.442857  | 0.0169492 | 0.0169492 | 0.68      | 0.0169492 | 0.635135  | 0.131148  | 0.323944  | 0.0169492 | 0.0169492 | 1         | 0.619718  | 0.0806452 | 0.0793651 | 0.477612  | 0.567568  | 0.0645161 | 0.153846  | 0.121212  | 0.031746  | 0.648649  | 0.397059  | 0.129032  | 0.257576  | 0.390625  | 0.0166667 | 0         | 0.0169492 | 0.0967742 | 0.078125  | 0.0169492 | 0.686567  | 0.116667  | 0.133333  | 0.078125  | 0         | 0.6       | 0.151515  | 0.0169492 | 0.05      | 0.333333  | 0.0169492 | 0.203125  | 0.0666667 | 0.238095  | 0.555556  | 0.3       | 0.215385  | 0.0333333 | 0.0491803 | 0.121212  | 0.41791   | 0.0169492 | 0.0169492 | 0.191176  | 0.0169492 | 0.0491803 | 0.133333  | 0.163934  | 0.0677966 | 0.101695  | 0.666667  | 0.0833333 | 0.396825  | 0.0645161 | 0.181818  | 0.0333333 | 0.0819672 | 0.0169492 | 0.0169492 | 0.163934  | 0.142857  | 0.229508  | 0.136364  | 0.1       | 0.354839  | 0.118644  | 0.142857  | 0.0806452 | 0         | 0.0169492 | 0.169492  | 0.222222  | 0.203125  | 0.216667  | 0.176471  | 0.196721  | 0.0666667 | 0.0833333 | 0.193548  | 0.0491803 | 0.047619  | 0.638889  | 0.118644  | 0.133333  | 0.602941  | 0.415385  | 0.0967742 | 0.152542  | 0.118644  | 0.05      | 0         | 0.0333333 | 0.0169492 | 0.0806452 | 0.0833333 | 0.101695  | 0.671233  | 0         | 0.0338983 | 0.0483871 | 0.258065  | 0.129032  | 0.333333  | 0.136364  | 0.216667  | 0.0508475 | 0.0169492 | 0.0338983 | 0.0677966 | 0.611111  | 0.61039   | 0         | 0.152542  | 0.0338983 | 0.09375   | 0.0169492 | 0         | 0.03125   | 0.0166667 | 0.0338983 | 0.25      | 0         | 0.0491803 | 0         | 0         | 0.662338  | 0         | 0         | 0.0327869 | 0.190476  | 0.0163934 | 0.0677966 | 0.0169492 | 0.617647  | 0.454545  | 0.375     | 0.0169492 | 0.0819672 | 0.101695  | 0.05      | 0.0169492 | 0.0327869 | 0.0169492 | 0.169492  | 0.0169492 | 0.203125  | 0.174603  | 0.0967742 | 0.0967742 | 0.366197  | 0.370968  | 0.233333  |
| F10F1 | 0.507692  | 0.0178571 | 0.0178571 | 0.684932  | 0.0178571 | 0.573333  | 0.157895  | 0.358209  | 0         | 0.0178571 | 0.619718  | 1         | 0.122807  | 0.140351  | 0.371429  | 0.661765  | 0.05      | 0.125     | 0.245614  | 0.0508475 | 0.586667  | 0.508197  | 0.135593  | 0.176471  | 0.365079  | 0.0357143 | 0.0178571 | 0.0178571 | 0.140351  | 0.137931  | 0.0178571 | 0.571429  | 0.0666667 | 0.101695  | 0.157895  | 0.0178571 | 0.535211  | 0.177419  | 0.0178571 | 0.0526316 | 0.35      | 0.0178571 | 0.275862  | 0.0892857 | 0.293103  | 0.507937  | 0.353846  | 0.288136  | 0.0535714 | 0.0892857 | 0.109375  | 0.4375    | 0.0178571 | 0         | 0.181818  | 0.0178571 | 0.0892857 | 0.101695  | 0.152542  | 0.0344828 | 0.0877193 | 0.621212  | 0.107143  | 0.370968  | 0.125     | 0.209677  | 0.0535714 | 0.0677966 | 0.0178571 | 0         | 0.133333  | 0.203125  | 0.180328  | 0.16129   | 0.05      | 0.265625  | 0.0862069 | 0.210526  | 0.015873  | 0         | 0.0178571 | 0.137931  | 0.213115  | 0.254237  | 0.186441  | 0.166667  | 0.147541  | 0.0892857 | 0.0877193 | 0.20339   | 0.0517241 | 0.016129  | 0.575342  | 0.105263  | 0.0833333 | 0.432432  | 0.412698  | 0.0655738 | 0.140351  | 0.0862069 | 0.0714286 | 0         | 0.0350877 | 0.0178571 | 0.0666667 | 0.107143  | 0.107143  | 0.608108  | 0         | 0.0175439 | 0.0877193 | 0.209677  | 0.0307692 | 0.372881  | 0.180328  | 0.206897  | 0.0350877 | 0.0178571 | 0.0357143 | 0.0714286 | 0.614286  | 0.680556  | 0         | 0.140351  | 0.0357143 | 0.155172  | 0.0178571 | 0         | 0         | 0.0175439 | 0.0357143 | 0.366667  | 0         | 0.0166667 | 0         | 0         | 0.666667  | 0         | 0         | 0.0526316 | 0.125     | 0.0350877 | 0.0714286 | 0.0178571 | 0.550725  | 0.38806   | 0.391304  | 0.0178571 | 0.105263  | 0.107143  | 0.0526316 | 0.0178571 | 0.0714286 | 0.0178571 | 0.178571  | 0.0178571 | 0.174603  | 0.163934  | 0.160714  | 0.12069   | 0.323944  | 0.301587  | 0.183333  |
| F10F3 | 0.0869565 | 0         | 0         | 0.102941  | 0         | 0.129032  | 0.0588235 | 0.228571  | 0         | 0         | 0.0806452 | 0.122807  | 1         | 0.7       | 0         | 0.0833333 | 0         | 0.142857  | 0.4375    | 0.166667  | 0.126984  | 0.189189  | 0         | 0         | 0.0555556 | 0.111111  | 0         | 0         | 0         | 0.384615  | 0         | 0.0333333 | 0.0666667 | 0.0625    | 0.5       | 0         | 0.0517241 | 0.315789  | 0         | 0.0909091 | 0         | 0.125     | 0.130435  | 0         | 0.125     | 0         | 0.142857  | 0         | 0         | 0         | 0.15      | 0.0232558 | 0         | 0         | 0.2       | 0         | 0.444444  | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.285714  | 0         | 0.25      | 0         | 0         | 0.0526316 | 0.380952  | 0         | 0.263158  | 0         | 0         | 0         | 0.05      | 0         | 0         | 0         | 0         | 0         | 0.0833333 | 0         | 0.115385  | 0         | 0.625     | 0         | 0         | 0.3       | 0         | 0.0806452 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.263158  | 0         | 0.1       | 0         | 0.111111  | 0         | 0.140351  | 0.106061  | 0         | 0         | 0         | 0.117647  | 0         | 0         | 0         | 0.111111  | 0         | 0.133333  | 0         | 0         | 0         | 0         | 0.115942  | 0         | 0         | 0.0909091 | 0         | 0         | 0         | 0         | 0         | 0         | 0.116279  | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0588235 | 0         | 0.0833333 | 0.210526  | 0.545455  | 0.545455  | 0.0952381 | 0         | 0         |
| F10F5 | 0.108696  | 0         | 0         | 0.117647  | 0         | 0.126984  | 0.117647  | 0.257143  | 0         | 0         | 0.0793651 | 0.140351  | 0.7       | 1         | 0         | 0.1       | 0         | 0.190476  | 0.5       | 0.153846  | 0.142857  | 0.184211  | 0         | 0         | 0.0833333 | 0         | 0         | 0         | 0         | 0.461538  | 0         | 0.05      | 0.133333  | 0.0588235 | 0.583333  | 0         | 0.0689655 | 0.3       | 0         | 0.0833333 | 0         | 0         | 0.125     | 0         | 0.166667  | 0.0212766 | 0.171429  | 0.0357143 | 0         | 0         | 0.142857  | 0.0227273 | 0         | 0         | 0.192308  | 0         | 0.272727  | 0         | 0.05      | 0         | 0.0714286 | 0.0169492 | 0         | 0.027027  | 0         | 0.333333  | 0         | 0.230769  | 0         | 0         | 0.05      | 0.428571  | 0         | 0.25      | 0         | 0.030303  | 0         | 0.1       | 0         | 0         | 0         | 0         | 0.0384615 | 0.125     | 0.0454545 | 0.153846  | 0         | 0.4       | 0         | 0         | 0.272727  | 0         | 0.114754  | 0         | 0         | 0         | 0         | 0.0588235 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0140845 | 0         | 0.1       | 0         | 0         | 0         | 0         | 0.315789  | 0         | 0         | 0         | 0.1       | 0         | 0.157895  | 0.121212  | 0         | 0         | 0         | 0.176471  | 0         | 0         | 0         | 0         | 0         | 0.206897  | 0         | 0         | 0         | 0         | 0.130435  | 0         | 0         | 0.0833333 | 0         | 0.0909091 | 0         | 0         | 0.0169492 | 0         | 0.139535  | 0         | 0         | 0         | 0         | 0         | 0.0833333 | 0         | 0.0555556 | 0         | 0.08      | 0.142857  | 0.5       | 0.384615  | 0.146341  | 0         | 0         |
| F10G2 | 0.205882  | 0         | 0.025     | 0.445946  | 0         | 0.43662   | 0.0204082 | 0.153846  | 0.025     | 0.025     | 0.477612  | 0.371429  | 0         | 0         | 1         | 0.366197  | 0.119048  | 0.191489  | 0         | 0.0222222 | 0.450704  | 0.151515  | 0.186047  | 0.333333  | 0.320755  | 0         | 0         | 0         | 0.139535  | 0.0416667 | 0         | 0.382353  | 0.116279  | 0.113636  | 0         | 0         | 0.409091  | 0.117647  | 0         | 0.047619  | 0.354167  | 0         | 0.115385  | 0.0714286 | 0.204082  | 0.338983  | 0.285714  | 0.2       | 0         | 0.0465116 | 0.145833  | 0.461538  | 0.025     | 0.025     | 0.192308  | 0         | 0         | 0.0888889 | 0.0833333 | 0.1       | 0         | 0.4       | 0.121951  | 0.301887  | 0.119048  | 0.113208  | 0.075     | 0.0930233 | 0.025     | 0.025     | 0.106383  | 0.0892857 | 0.217391  | 0.12      | 0.0444444 | 0.25      | 0.0444444 | 0.0192308 | 0.142857  | 0.0238095 | 0         | 0.111111  | 0.0740741 | 0.0357143 | 0.0588235 | 0.173077  | 0.227273  | 0         | 0.121951  | 0.25      | 0.0227273 | 0.0930233 | 0.414286  | 0.119048  | 0.0888889 | 0.525424  | 0.303571  | 0.139535  | 0.139535  | 0.119048  | 0.0731707 | 0         | 0         | 0.025     | 0.116279  | 0.0952381 | 0.121951  | 0.560606  | 0         | 0.0243902 | 0.0952381 | 0.229167  | 0.243902  | 0.382979  | 0.0769231 | 0.148936  | 0         | 0.025     | 0.0243902 | 0.047619  | 0.328767  | 0.458333  | 0.025     | 0.166667  | 0.05      | 0.02      | 0         | 0.0243902 | 0.119048  | 0.0243902 | 0         | 0.137931  | 0.025     | 0.097561  | 0.025     | 0.025     | 0.493151  | 0.025     | 0.025     | 0.0232558 | 0.333333  | 0.0238095 | 0.047619  | 0.025     | 0.491803  | 0.425926  | 0.428571  | 0.025     | 0.0444444 | 0.0697674 | 0.0731707 | 0         | 0.0232558 | 0         | 0.0416667 | 0.025     | 0.115385  | 0.170213  | 0         | 0.0208333 | 0.344828  | 0.346939  | 0.170213  |
| F11A3 | 0.5       | 0.0175439 | 0.0175439 | 0.675676  | 0.0175439 | 0.608108  | 0.175439  | 0.333333  | 0.0175439 | 0         | 0.567568  | 0.661765  | 0.0833333 | 0.1       | 0.366197  | 1         | 0.103448  | 0.0735294 | 0.2       | 0.0677966 | 0.578947  | 0.430769  | 0.152542  | 0.265625  | 0.298507  | 0.0350877 | 0.0175439 | 0.0175439 | 0.157895  | 0.0806452 | 0.0175439 | 0.585714  | 0.101695  | 0.0645161 | 0.135593  | 0.0175439 | 0.571429  | 0.138462  | 0         | 0.0517241 | 0.344262  | 0.0175439 | 0.190476  | 0.0689655 | 0.245902  | 0.5       | 0.412698  | 0.327586  | 0.0526316 | 0.0877193 | 0.16129   | 0.367647  | 0.0175439 | 0         | 0.215385  | 0         | 0.0508475 | 0.1       | 0.15      | 0.0166667 | 0.105263  | 0.636364  | 0.0862069 | 0.34375   | 0.103448  | 0.151515  | 0.0526316 | 0         | 0.0175439 | 0.0175439 | 0.15      | 0.21875   | 0.196721  | 0.123077  | 0.103448  | 0.28125   | 0.0847458 | 0.206897  | 0.0655738 | 0.0344828 | 0         | 0.116667  | 0.229508  | 0.271186  | 0.20339   | 0.2       | 0.126984  | 0.0508475 | 0.105263  | 0.220339  | 0.0508475 | 0.0666667 | 0.681159  | 0.122807  | 0.137931  | 0.486111  | 0.40625   | 0.1       | 0.137931  | 0.122807  | 0.0701754 | 0.0175439 | 0.0344828 | 0.0175439 | 0.12069   | 0.105263  | 0.0862069 | 0.643836  | 0.0175439 | 0.0172414 | 0.105263  | 0.225806  | 0.0461538 | 0.366667  | 0.177419  | 0.20339   | 0.0344828 | 0.0175439 | 0.0172414 | 0.0517241 | 0.540541  | 0.648649  | 0.0175439 | 0.1       | 0.0350877 | 0.172414  | 0.0175439 | 0.0350877 | 0.0666667 | 0.0350877 | 0.0350877 | 0.360656  | 0.0175439 | 0.0508475 | 0.0175439 | 0.0175439 | 0.68      | 0.0175439 | 0.0175439 | 0.0517241 | 0.15873   | 0.0169492 | 0.0701754 | 0         | 0.588235  | 0.362319  | 0.492308  | 0.0175439 | 0.103448  | 0.105263  | 0.0338983 | 0.0175439 | 0.0701754 | 0.0175439 | 0.116667  | 0.0175439 | 0.229508  | 0.16129   | 0.0819672 | 0.0819672 | 0.319444  | 0.33871   | 0.2       |
| F11A6 | 0.113636  | 0         | 0         | 0.0724638 | 0         | 0.0952381 | 0.0625    | 0.105263  | 0         | 0         | 0.0645161 | 0.05      | 0         | 0         | 0.119048  | 0.103448  | 1         | 0.0454545 | 0         | 0.0833333 | 0.09375   | 0.0238095 | 0.0588235 | 0.24      | 0.0277778 | 0         | 0         | 0         | 0.0666667 | 0.133333  | 0         | 0.0517241 | 0.0714286 | 0.0666667 | 0         | 0         | 0.0909091 | 0.0434783 | 0         | 0.1       | 0.0666667 | 0         | 0.0416667 | 0         | 0         | 0.0454545 | 0.114286  | 0         | 0.111111  | 0         | 0.222222  | 0.075     | 0         | 0         | 0.16      | 0         | 0         | 0         | 0         | 0         | 0         | 0.0545455 | 0         | 0.0285714 | 0         | 0.04      | 0         | 0.0769231 | 0         | 0         | 0         | 0.166667  | 0         | 0.0454545 | 0         | 0.142857  | 0.0769231 | 0.0526316 | 0.153846  | 0.111111  | 0         | 0.0625    | 0.0416667 | 0.0416667 | 0         | 0.166667  | 0.05      | 0         | 0         | 0.047619  | 0         | 0.272727  | 0.118644  | 0.0769231 | 0.0666667 | 0.0961538 | 0.0526316 | 0         | 0.0666667 | 0         | 0.1       | 0         | 0.111111  | 0         | 0.25      | 0.0833333 | 0.0833333 | 0.09375   | 0.142857  | 0         | 0         | 0.04      | 0.0588235 | 0.0666667 | 0.15      | 0         | 0         | 0         | 0         | 0         | 0.0322581 | 0.0909091 | 0.142857  | 0.0666667 | 0         | 0.0588235 | 0         | 0.285714  | 0.4       | 0.125     | 0.125     | 0         | 0.142857  | 0.2       | 0.142857  | 0.142857  | 0.101449  | 0.142857  | 0.142857  | 0.1       | 0.210526  | 0.111111  | 0.1       | 0         | 0.0357143 | 0.0232558 | 0.146341  | 0         | 0         | 0.0833333 | 0         | 0.142857  | 0         | 0.142857  | 0.0625    | 0         | 0.190476  | 0.157895  | 0         | 0         | 0.097561  | 0.1       | 0.222222  |
| F11B1 | 0.115385  | 0         | 0         | 0.220588  | 0         | 0.21875   | 0         | 0.275     | 0         | 0.0625    | 0.153846  | 0.125     | 0.142857  | 0.190476  | 0.191489  | 0.0735294 | 0.0454545 | 1         | 0.148148  | 0.157895  | 0.215385  | 0.106383  | 0.08      | 0.25      | 0.243243  | 0         | 0         | 0         | 0.0416667 | 0.238095  | 0         | 0.129032  | 0.0909091 | 0.190476  | 0.130435  | 0         | 0.169492  | 0.32      | 0         | 0.111111  | 0.025     | 0         | 0.214286  | 0         | 0.0606061 | 0.0377358 | 0.142857  | 0.0285714 | 0         | 0.05      | 0.291667  | 0.181818  | 0         | 0         | 0.310345  | 0         | 0.105263  | 0.190476  | 0.166667  | 0.176471  | 0         | 0.0634921 | 0         | 0.0465116 | 0.0454545 | 0.25      | 0.0555556 | 0.277778  | 0         | 0.0625    | 0.12      | 0.275862  | 0.0666667 | 0.230769  | 0         | 0.025     | 0.0454545 | 0         | 0.2       | 0.1875    | 0         | 0.04      | 0         | 0         | 0         | 0.37037   | 0.2       | 0.105263  | 0         | 0         | 0.105263  | 0.15      | 0.171875  | 0         | 0.0869565 | 0.157895  | 0.0425532 | 0.315789  | 0         | 0.0454545 | 0         | 0.0625    | 0.0555556 | 0         | 0.0909091 | 0         | 0         | 0.144928  | 0.0625    | 0.0588235 | 0.1       | 0.0606061 | 0.35      | 0.025     | 0.185185  | 0.0344828 | 0.0555556 | 0         | 0.0588235 | 0.0526316 | 0.196721  | 0.208955  | 0         | 0         | 0         | 0.0384615 | 0         | 0.0588235 | 0.15      | 0         | 0         | 0.166667  | 0         | 0.235294  | 0         | 0         | 0.231884  | 0         | 0         | 0.0526316 | 0.185185  | 0.117647  | 0         | 0.0625    | 0.0983607 | 0.232558  | 0.142857  | 0         | 0         | 0         | 0.0526316 | 0         | 0.0526316 | 0         | 0.130435  | 0         | 0.133333  | 0.24      | 0.25      | 0.190476  | 0.35      | 0.105263  | 0.0689655 |
| F11B2 | 0.212766  | 0         | 0         | 0.205882  | 0.0666667 | 0.184615  | 0.190476  | 0.428571  | 0         | 0         | 0.121212  | 0.245614  | 0.4375    | 0.5       | 0         | 0.2       | 0         | 0.148148  | 1         | 0.235294  | 0.181818  | 0.342105  | 0         | 0.0263158 | 0.097561  | 0.133333  | 0.0666667 | 0.0666667 | 0.0434783 | 0.388889  | 0         | 0.131148  | 0.0952381 | 0         | 0.5625    | 0.0666667 | 0.133333  | 0.454545  | 0         | 0.117647  | 0         | 0.0666667 | 0.269231  | 0         | 0.214286  | 0.08      | 0.205128  | 0.0606061 | 0.125     | 0.0526316 | 0.25      | 0.0408163 | 0         | 0         | 0.233333  | 0         | 0.25      | 0.0909091 | 0.173913  | 0         | 0.05      | 0.0819672 | 0         | 0.0232558 | 0         | 0.545455  | 0         | 0.1       | 0         | 0         | 0.0384615 | 0.565217  | 0         | 0.47619   | 0         | 0.0810811 | 0         | 0.217391  | 0         | 0         | 0         | 0         | 0.178571  | 0.222222  | 0.115385  | 0.16129   | 0         | 0.25      | 0         | 0         | 0.25      | 0         | 0.213115  | 0         | 0         | 0.015625  | 0         | 0.0434783 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0540541 | 0         | 0.0625    | 0         | 0.030303  | 0         | 0         | 0.47619   | 0         | 0.125     | 0         | 0.0625    | 0         | 0.263158  | 0.19403   | 0         | 0         | 0         | 0.3       | 0.0666667 | 0         | 0         | 0.0625    | 0         | 0.322581  | 0         | 0         | 0         | 0         | 0.217391  | 0         | 0         | 0.1875    | 0         | 0.125     | 0         | 0         | 0.0645161 | 0.0196078 | 0.122449  | 0         | 0         | 0         | 0         | 0         | 0.117647  | 0         | 0.0869565 | 0         | 0.1       | 0.111111  | 0.5       | 0.411765  | 0.261905  | 0         | 0         |
| F11B5 | 0.142857  | 0         | 0         | 0.0735294 | 0         | 0.0793651 | 0         | 0.171429  | 0         | 0         | 0.031746  | 0.0508475 | 0.166667  | 0.153846  | 0.0222222 | 0.0677966 | 0.0833333 | 0.157895  | 0.235294  | 1         | 0.078125  | 0.105263  | 0.0625    | 0.0714286 | 0.0285714 | 0.142857  | 0         | 0         | 0         | 0.230769  | 0         | 0.0344828 | 0.0769231 | 0         | 0.230769  | 0         | 0.0925926 | 0.210526  | 0         | 0.25      | 0         | 0.166667  | 0.0909091 | 0         | 0         | 0         | 0.151515  | 0         | 0         | 0         | 0.3125    | 0         | 0         | 0         | 0.217391  | 0         | 0.1       | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.25      | 0         | 0.0833333 | 0         | 0         | 0.0588235 | 0.285714  | 0         | 0.294118  | 0         | 0.0333333 | 0         | 0.0555556 | 0.0769231 | 0.125     | 0         | 0         | 0.0434783 | 0.0434783 | 0         | 0.125     | 0.0526316 | 0.1       | 0         | 0         | 0.1       | 0.0833333 | 0.0833333 | 0         | 0         | 0.0181818 | 0         | 0.153846  | 0         | 0         | 0         | 0.166667  | 0         | 0         | 0.0769231 | 0         | 0         | 0.0454545 | 0         | 0         | 0.0909091 | 0         | 0.133333  | 0         | 0.222222  | 0         | 0.285714  | 0         | 0         | 0         | 0.0677966 | 0.0757576 | 0         | 0         | 0         | 0.133333  | 0         | 0         | 0.181818  | 0.142857  | 0         | 0.103448  | 0         | 0         | 0         | 0         | 0.0869565 | 0         | 0         | 0.111111  | 0.047619  | 0.5       | 0         | 0         | 0         | 0.0487805 | 0.0952381 | 0         | 0         | 0         | 0         | 0         | 0.111111  | 0         | 0.0666667 | 0         | 0.0909091 | 0.166667  | 0.25      | 0.153846  | 0.1       | 0         | 0         |
| F11C2 | 0.5       | 0.015873  | 0.015873  | 0.688312  | 0.015873  | 0.689189  | 0.140625  | 0.484848  | 0.015873  | 0.015873  | 0.648649  | 0.586667  | 0.126984  | 0.142857  | 0.450704  | 0.578947  | 0.09375   | 0.215385  | 0.181818  | 0.078125  | 1         | 0.375     | 0.0724638 | 0.318182  | 0.347826  | 0.031746  | 0.015873  | 0.015873  | 0.0746269 | 0.140625  | 0.015873  | 0.581081  | 0.109375  | 0.142857  | 0.140625  | 0.015873  | 0.633803  | 0.230769  | 0.015873  | 0.0634921 | 0.294118  | 0.015873  | 0.227273  | 0.0461538 | 0.205882  | 0.378378  | 0.397059  | 0.185714  | 0.03125   | 0.0461538 | 0.21875   | 0.414286  | 0.015873  | 0.015873  | 0.328125  | 0.015873  | 0.0793651 | 0.125     | 0.153846  | 0.0634921 | 0.0952381 | 0.5       | 0.0952381 | 0.393939  | 0.09375   | 0.261538  | 0.047619  | 0.111111  | 0         | 0.015873  | 0.171875  | 0.292308  | 0.144928  | 0.215385  | 0.0294118 | 0.313433  | 0.0769231 | 0.134328  | 0.126984  | 0.047619  | 0.015873  | 0.106061  | 0.191176  | 0.208955  | 0.166667  | 0.292308  | 0.222222  | 0.0793651 | 0.0952381 | 0.147059  | 0.0461538 | 0.111111  | 0.626667  | 0.09375   | 0.0746269 | 0.448718  | 0.352113  | 0.142857  | 0.125     | 0.0447761 | 0.0634921 | 0.015873  | 0.03125   | 0.015873  | 0.0923077 | 0.0952381 | 0.0952381 | 0.615385  | 0.015873  | 0.031746  | 0.0952381 | 0.188406  | 0.174603  | 0.294118  | 0.215385  | 0.166667  | 0.0153846 | 0.015873  | 0.031746  | 0.0634921 | 0.621622  | 0.641026  | 0.015873  | 0.142857  | 0.031746  | 0.121212  | 0.015873  | 0.031746  | 0.111111  | 0.031746  | 0.031746  | 0.289855  | 0.015873  | 0.0793651 | 0.015873  | 0.015873  | 0.783784  | 0.015873  | 0.015873  | 0.046875  | 0.179104  | 0.03125   | 0.046875  | 0.015873  | 0.461538  | 0.449275  | 0.450704  | 0.015873  | 0.0606061 | 0.078125  | 0.0634921 | 0.015873  | 0.046875  | 0.015873  | 0.123077  | 0.015873  | 0.246154  | 0.21875   | 0.125     | 0.142857  | 0.442857  | 0.253521  | 0.181818  |
